adjustment_ratio,adjustment_type,ann_type,avg_price_1d,avg_price_20d,bond_code,bond_name,delisting_date,doc_id,effective_date,evidence_page,evidence_text,last_convert_date,new_conv_price,notes,original_conv_price,premium_rate,pricing_base_date,publish_date,record_date,redemption_price,redemption_trigger,stock_code,stock_name,trigger_rule
,,下修类公告,,,123065,宝莱转债,,f0ee84990b89ed5d,,1,2025年12月9日至2025年12月22日，公司股票已有10个交易日的收盘价格低于当期转股价格（23.97元/股）的90%，预计可能触发“宝莱转债”转股价格向下修正条件。,,,,23.97,,,2025-12-22,,,,300246,宝莱特,在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的90%时
,,下修类公告,,,123150,九强转债,,f1bc3297bea85b13,,"Page 1, Page 6, Page 7",转股价格：当前为人民币16.48元/股。本次触发转股价格修正条件的期间从2026年3月19日起算，截至2026年4月1日，公司股票在连续三十个交易日中已有十个交易日的收盘价低于当前转股价格的85%（即14.01元/股），预计后续可能触发转股价格向下修正条件。当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案。,,,本次为预计触发下修条件的提示性公告，尚未实际修正转股价格。,,,,2026-04-01,,,,300406,九强生物,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时
,,下修类公告,,,127062,垒知转债,,f1fd5eaf34b1165e,,5,自2026年4月10日至2026年4月23日，公司股票在连续30个交易日中已有10个交易日的收盘价低于当期转股价格7.59元/股的85%，即6.45元/股的情形，预计触发转股价格向下修正条件。,,,预计触发下修条件，尚未实际修正转股价格。,7.59,,,2026-04-24,,,,002398,垒知集团,在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时
,,强赎类公告,,,127090,兴瑞转债,,f44996a3086005b0,,,可转债赎回日：2026年6月16日；可转债赎回价格：100.717元/张（含息税）；可转债赎回资金到账日：2026年6月24日；可转债停止交易日：2026年6月11日；可转债停止转股日：2026年6月16日；可转债赎回条件满足日：2026年5月22日；可转债赎回登记日：2026年6月15日,2026-06-15,,,,,,2026-05-26,2026-06-15,100.717,在本次发行的可转债转股期内，如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,002937,兴瑞科技,
,,下修类公告,,,118066,统联转债,,f5f1bf70c175b595,,,转股价格：56.20元/股。当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案。自2026年3月20日至2026年4月2日，公司股票已有10个交易日的收盘价低于当期转股价格的85%（即47.77元/股）。,,,,56.2,,,2026-04-03,,,,688210,统联精密,在本次发行的可转债存续期内，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时
,,强赎类公告,,,148093,22光控01,2025-10-27,f65fa856fdb454af,,1,赎回价格：人民币103.43元/张（含当期利息，且当期利息含税）。赎回登记日：2025年10月24日。摘牌日：2025年10月27日。,,,,,,,,2025-10-24,103.43,,,武汉光谷金融控股集团有限公司,
,,下修类公告,,,113679,芯能转债,,f787a31b721c36dc,,1,股票代码：603105；股票简称：芯能科技 转债代码：113679；转债简称：芯能转债 当前转股价格：12.75元/股 转股起止日期：2024年5月6日至2029年10月25日 自2026年4月3日至2026年4月29日连续18个交易日期间，浙江芯能光伏科技股份有限公司（以下简称“公司”）股票已有10个交易日的收盘价格低于当期转股价的85%（即10.8375元/股），若未来连续12个交易日内有5个交易日公司股票价格继续满足相关条件，或者自2026年4月3日低于当期转股价的85%的首日开始起算，公司股票在后续任意连续30个交易日中至少有15个交易日的收盘价低于当期转股价格的85%，将触发转股价格向下修正条件。,,,,12.75,,,2026-04-30,,,,603105,芯能科技,在本次发行的可转换公司债券存续期间，当公司A股股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时
,,下修类公告,,,123090,三诺转债,,f80777bbf60f4d82,,1,自2025年12月22日至2026年1月6日，三诺生物传感股份有限公司（以下简称“公司”或“三诺生物”）股票已有10个交易日的收盘价低于当期转股价格的80%（即27.57元/股），预计将触发《三诺生物传感股份有限公司创业板向不特定对象发行可转换公司债券募集说明书》规定的“三诺转债”转股价格向下修正条件。,,,,34.46,,,2026-01-06,,,,300298,三诺生物,在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的80%时
,主动下修,下修类公告,30.37,32.66,110081,闻泰转债,,f912c729e53c1fdb,2026-04-10,,调整前转股价格：43.60元/股 调整后转股价格：32.66元/股 “闻泰转债”本次转股价格调整/修正实施日期：2026年4月10日,,32.66,,43.6,,,2026-04-09,,,,600745,闻泰科技,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时
,,下修类公告,,,123171,共同转债,,f9593cbe9fbcf5ac,,1,证券代码：300966 证券简称：共同药业 公告编号：2026-006 转债代码：123171 转债简称：共同转债 转股价格：27.12元/股 根据《湖北共同药业股份有限公司向不特定对象发行可转换公司债券募集说明书》中相关约定：“在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东会表决。”自2026年3月24日至2026年4月7日，公司股票已有十个交易日的收盘价格低于当期转股价格的85%，预计将有可能触发转股价格向下修正条件。,,,,,,,2026-04-07,,,,300966,共同药业,在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时
,,强赎类公告,,,148064,22越控02,2025-09-16,f9bbbf79e45ef026,,1,赎回价格：人民币102.67元/张（含当期利息，且当期利息含税）。赎回登记日：2025年9月15日。摘牌日：2025年9月16日。,,,该公司债券非可转债，无转股相关字段,,,,,2025-09-15,102.67,,,广州越秀资本控股集团股份有限公司,
,,强赎类公告,,,123121,帝尔转债,,faaf91c195a8e55c,,,可转债赎回日：2026年6月3日；可转债赎回价格：102.068元/张（含息税）；可转债赎回登记日：2026年6月2日；自2026年4月17日至2026年5月12日，公司股票已满足连续三十个交易日中至少十五个交易日的收盘价格不低于“帝尔转债”当期转股价格（73.56元/股）的130%。,2026-06-02,,,,,,2026-05-25,2026-06-02,102.068,在转股期内，如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,300776,帝尔激光,
,,下修类公告,,,113682,益丰转债,,facd99029aacd285,,3,本次触发转股价格修正条件的期间从2026年5月6日起算，截至2026年5月19日，公司股票已有10个交易日的收盘价低于调整后的转股价格31.84元/股的85%（27.06元/股），若30个交易日内有15个交易日公司股票价格低于27.06元/股，将触发“益丰转债”的转股价格修正条件。,,,,,,,2026-05-20,,,,603939,益丰药房,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时
,,强赎类公告,,,149975,22万科05,2025-07-08,fae3f682a6320654,,1,赎回价格 ：人民币 103.21元/张（含当期利息，且当期利息含税）。赎回登记日 ：2025年7月7日。摘牌日 : 2025年7月8日。,,,本次公告为公司债券赎回选择权提示，非可转债强赎公告。,,,,2025-06-10,2025-07-07,103.21,,000002,万科A,
,,强赎类公告,,,127024,盈峰转债,,fb8262c2c0ce88f3,,,可转换公司债券赎回价格：人民币101.129元/张（含息税，当期年利率为2.00%）；最后转股日：2026年5月28日；赎回登记日：2026年5月28日；自2026年4月10日至2026年4月30日期间，公司股票已满足任意连续三十个交易日中至少有十五个交易日的收盘价格不低于“盈峰转债”当期转股价格（7.67元/股）的130%（即9.971元/股）的情形。,2026-05-28,,,,,,2026-05-20,2026-05-28,101.13,在本次发行的可转换公司债券转股期内，如果公司股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%（含130%）。,000967,盈峰环境科技集团股份有限公司,
,,下修类公告,,,127062,垒知转债,,fd398203fd9dd69a,,1,截至2026年4月30日，公司股票在连续30个交易日中已有15个交易日（2026年4月10日至2026年4月30日）的收盘价低于当期转股价格的85%，已触发转股价格向下修正条件。经公司第七届董事会第十四次会议审议通过，公司董事会决定本次不向下修正“垒知转债”转股价格。,,,公司决定本次不向下修正转股价格，从2026年5月6日起重新计算触发期间。,,,,2026-05-06,,,,002398,垒知集团,连续30个交易日中至少有15个交易日的收盘价低于当期转股价格的85%
,,下修类公告,,,127061,美锦转债,,fdf59337943c7c10,,,2026年4月3日至2026年5月11日，公司股票已有10个交易日的收盘价低于当期转股价格的85%，预计触发转股价格向下修正条件。,,,,,,,2026-05-11,,,,000723,美锦能源,在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%
,,强赎类公告,,,127066,科利转债,,fe0e8704f35b162a,,,自2026年4月16日至2026年5月18日，公司股票已满足连续三十个交易日中至少有十五个交易日的收盘价格不低于“科利转债”当期转股价格的130%（即193.31元/股）。根据《募集说明书》中有条件赎回条款的相关规定，已满足“科利转债”的有条件赎回条款。可转债赎回价格：101.405元/张（含当期应计利息，当期年利率为1.5%，且当期利息含税）。可转债赎回登记日：2026年6月12日。可转债停止转股日：2026年6月15日。,2026-06-12,,,,,,2026-05-20,2026-06-12,101.41,自2026年4月16日至2026年5月18日，公司股票已满足连续三十个交易日中至少有十五个交易日的收盘价格不低于“科利转债”当期转股价格的130%（即193.31元/股）,002850,科达利,
,,下修类公告,,,127062,垒知转债,,fe71a364c432bf4e,,,关于不向下修正“垒知转债”转股价格的公告 证券代码：002398 证券简称：垒知集团 公告编号：2026-013 债券代码：127062 债券简称：垒知转债 垒知控股集团股份有限公司 关于不向下修正“垒知转债”转股价格的公告,,,,,,,2026-03-19,,,,002398,垒知集团,在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时
,,下修类公告,,,123117,健帆转债,,ff5b2500d2d7dc09,,,转股价格：38.65元/股；在可转债存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案,,,提示性公告，尚未实际下修，仅预计触发条件,,,,2026-04-07,,,,300529,健帆生物,在可转债存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时
